,STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE,POPEST_MALE,POPEST_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM,FIPS
4043,38,105,North Dakota,Williams County,37589,20261,17328,31.0,31.3,30.5,38105
4055,10,001,Delaware,Kent County,180786,87058,93728,38.1,36.4,39.7,10001
4067,10,003,Delaware,New Castle County,558753,270456,288297,38.9,37.4,40.3,10003
4079,10,005,Delaware,Sussex County,234225,113279,120946,51.0,49.1,52.7,10005
4091,04,001,Arizona,Apache County,71887,35482,36405,35.6,34.5,36.8,04001
4103,04,003,Arizona,Cochise County,125922,63757,62165,41.8,39.9,44.2,04003
4115,04,005,Arizona,Coconino County,143476,70721,72755,31.1,31.2,31.1,04005
4127,04,007,Arizona,Gila County,54018,26789,27229,50.5,49.1,52.0,04007
4139,04,009,Arizona,Graham County,38837,20809,18028,33.6,33.0,34.3,04009
4151,04,011,Arizona,Greenlee County,9498,4916,4582,34.5,34.4,34.7,04011
4163,04,012,Arizona,La Paz County,21108,10820,10288,57.0,57.0,57.1,04012
4175,04,013,Arizona,Maricopa County,4485414,2217230,2268184,36.9,35.8,38.1,04013
4187,04,015,Arizona,Mohave County,212181,107347,104834,52.9,51.5,54.1,04015
4199,04,017,Arizona,Navajo County,110924,55469,55455,38.2,36.8,39.6,04017
4211,04,019,Arizona,Pima County,1047279,515596,531683,39.1,37.4,40.9,04019
4223,04,021,Arizona,Pinal County,462789,240960,221829,40.0,38.7,41.8,04021
4235,04,023,Arizona,Santa Cruz County,46498,22415,24083,37.6,35.2,39.4,04023
4247,04,025,Arizona,Yavapai County,235099,114880,120219,54.7,52.7,56.2,04025
4259,04,027,Arizona,Yuma County,213787,110106,103681,35.0,33.4,37.0,04027
4271,05,001,Arkansas,Arkansas County,17486,8437,9049,42.3,41.5,43.1,05001
4283,05,003,Arkansas,Ashley County,19657,9580,10077,43.2,42.0,44.4,05003
4295,05,005,Arkansas,Baxter County,41932,20346,21586,52.2,50.3,53.9,05005
4307,05,007,Arkansas,Benton County,279141,138868,140273,35.7,35.0,36.5,05007
4319,05,009,Arkansas,Boone County,37432,18447,18985,42.1,40.3,44.0,05009
4331,05,011,Arkansas,Bradley County,10763,5271,5492,40.8,39.0,42.6,05011
4343,05,013,Arkansas,Calhoun County,5189,2622,2567,45.8,44.2,47.3,05013
4355,05,015,Arkansas,Carroll County,28380,14141,14239,45.1,44.2,46.0,05015
4367,05,017,Arkansas,Chicot County,10118,5097,5021,43.8,39.5,47.7,05017
4379,05,019,Arkansas,Clark County,22320,10598,11722,33.0,31.9,34.0,05019
4391,05,021,Arkansas,Clay County,14551,7102,7449,43.7,42.2,45.3,05021
4403,05,023,Arkansas,Cleburne County,24919,12241,12678,49.3,48.0,50.7,05023
4415,05,025,Arkansas,Cleveland County,7956,3938,4018,44.4,43.7,44.9,05025
4427,05,027,Arkansas,Columbia County,23457,11328,12129,35.7,33.3,37.8,05027
4439,05,029,Arkansas,Conway County,20846,10260,10586,42.4,41.4,43.6,05029
4451,05,031,Arkansas,Craighead County,110332,53554,56778,34.3,32.8,35.7,05031
4463,05,033,Arkansas,Crawford County,63257,31224,32033,39.4,38.4,40.4,05033
4475,05,035,Arkansas,Crittenden County,47955,22784,25171,35.8,34.1,37.3,05035
4487,05,037,Arkansas,Cross County,16419,7977,8442,41.1,39.9,42.4,05037
4499,05,039,Arkansas,Dallas County,7009,3466,3543,46.1,43.5,48.6,05039
4511,05,041,Arkansas,Desha County,11361,5359,6002,40.0,39.0,41.1,05041
4523,05,043,Arkansas,Drew County,18219,8873,9346,37.3,35.0,39.5,05043
4535,05,045,Arkansas,Faulkner County,126007,61487,64520,33.6,32.7,34.4,05045
4547,05,047,Arkansas,Franklin County,17715,8837,8878,42.1,39.8,44.3,05047
4559,05,049,Arkansas,Fulton County,12477,6160,6317,48.0,46.4,49.4,05049
4571,05,051,Arkansas,Garland County,99386,47783,51603,45.5,43.4,47.3,05051
4583,05,053,Arkansas,Grant County,18265,9015,9250,41.5,40.5,42.3,05053
4595,05,055,Arkansas,Greene County,45325,22336,22989,38.3,37.2,39.4,05055
4607,05,057,Arkansas,Hempstead County,21532,10429,11103,39.7,38.3,41.0,05057
4619,05,059,Arkansas,Hot Spring County,33771,17646,16125,42.1,40.2,44.3,05059
4631,05,061,Arkansas,Howard County,13202,6373,6829,38.6,37.0,40.2,05061
4643,05,063,Arkansas,Independence County,37825,18479,19346,39.1,37.9,40.4,05063
4655,05,065,Arkansas,Izard County,13629,7073,6556,48.2,46.7,50.0,05065
4667,05,067,Arkansas,Jackson County,16719,8297,8422,40.4,38.9,42.2,05067
4679,05,069,Arkansas,Jefferson County,66824,33005,33819,39.3,37.3,41.5,05069
4691,05,071,Arkansas,Johnson County,26578,13157,13421,37.9,37.4,38.5,05071
4703,05,073,Arkansas,Lafayette County,6624,3238,3386,48.3,46.5,49.8,05073
4715,05,075,Arkansas,Lawrence County,16406,8036,8370,41.0,39.0,42.9,05075
4727,05,077,Arkansas,Lee County,8857,4983,3874,41.7,38.7,47.8,05077
4739,05,079,Arkansas,Lincoln County,13024,7995,5029,39.3,37.3,44.3,05079
4751,05,081,Arkansas,Little River County,12259,5904,6355,42.8,40.6,44.7,05081
4763,05,083,Arkansas,Logan County,21466,10700,10766,43.8,42.2,45.3,05083
4775,05,085,Arkansas,Lonoke County,73309,35960,37349,36.8,35.7,37.9,05085
4787,05,087,Arkansas,Madison County,16576,8300,8276,41.7,40.9,42.4,05087
4799,05,089,Arkansas,Marion County,16694,8180,8514,52.8,52.3,53.4,05089
4811,05,091,Arkansas,Miller County,43257,21294,21963,39.3,37.4,41.1,05091
4823,05,093,Arkansas,Mississippi County,40651,19795,20856,36.6,34.7,38.4,05093
4835,05,095,Arkansas,Monroe County,6701,3137,3564,47.3,46.0,48.4,05095
4847,05,097,Arkansas,Montgomery County,8986,4457,4529,50.9,49.9,52.0,05097
4859,05,099,Arkansas,Nevada County,8252,4088,4164,43.5,41.1,45.9,05099
4871,05,101,Arkansas,Newton County,7753,3917,3836,49.1,48.1,50.3,05101
4883,05,103,Arkansas,Ouachita County,23382,11049,12333,43.6,41.0,45.5,05103
4895,05,105,Arkansas,Perry County,10455,5188,5267,43.4,42.2,44.6,05105
4907,05,107,Arkansas,Phillips County,17782,8343,9439,39.6,37.4,41.4,05107
4919,05,109,Arkansas,Pike County,10718,5338,5380,43.7,42.3,45.2,05109
4931,05,111,Arkansas,Poinsett County,23528,11379,12149,40.1,38.7,41.6,05111
4943,05,113,Arkansas,Polk County,19964,9747,10217,44.6,43.5,45.7,05113
4955,05,115,Arkansas,Pope County,64072,31778,32294,36.2,35.0,37.3,05115
4967,05,117,Arkansas,Prairie County,8062,4049,4013,46.8,44.6,48.4,05117
4979,05,119,Arkansas,Pulaski County,391911,186981,204930,37.7,36.1,39.2,05119
4991,05,121,Arkansas,Randolph County,17958,8899,9059,40.2,38.3,42.3,05121
5003,05,123,Arkansas,St. Francis County,24994,13798,11196,39.1,38.1,41.4,05123
5015,05,125,Arkansas,Saline County,122437,59792,62645,40.0,39.3,40.7,05125
5027,05,127,Arkansas,Scott County,10281,5210,5071,43.2,41.7,44.9,05127
5039,05,129,Arkansas,Searcy County,7881,3950,3931,48.5,47.7,49.3,05129
5051,05,131,Arkansas,Sebastian County,127827,62479,65348,38.0,36.7,39.3,05131
5063,05,133,Arkansas,Sevier County,17007,8514,8493,34.9,33.9,36.0,05133
5075,05,135,Arkansas,Sharp County,17442,8579,8863,47.9,46.5,49.2,05135
5087,05,137,Arkansas,Stone County,12506,6205,6301,50.2,48.2,52.2,05137
5099,05,139,Arkansas,Union County,38682,18841,19841,40.3,38.8,41.7,05139
5111,05,141,Arkansas,Van Buren County,16545,8239,8306,49.2,48.2,50.6,05141
5123,05,143,Arkansas,Washington County,239187,119577,119610,32.3,31.5,33.2,05143
5135,05,145,Arkansas,White County,78753,38358,40395,38.0,36.8,39.0,05145
5147,05,147,Arkansas,Woodruff County,6320,3060,3260,45.4,43.9,46.7,05147
5159,05,149,Arkansas,Yell County,21341,10689,10652,40.5,39.2,42.0,05149
5171,11,001,District of Columbia,District of Columbia,705749,334711,371038,34.2,34.0,34.4,11001
5183,39,001,Ohio,Adams County,27698,13727,13971,42.0,41.3,42.7,39001
5195,39,003,Ohio,Allen County,102351,51652,50699,39.1,37.2,41.2,39003
5207,39,005,Ohio,Ashland County,53484,26288,27196,40.1,38.8,41.4,39005
5219,39,007,Ohio,Ashtabula County,97241,49072,48169,42.8,41.2,44.6,39007
5231,39,009,Ohio,Athens County,65327,32422,32905,30.9,30.3,31.5,39009
5243,39,011,Ohio,Auglaize County,45656,22833,22823,40.8,39.6,42.1,39011
5255,39,013,Ohio,Belmont County,67006,34220,32786,44.5,41.8,47.3,39013
5267,39,015,Ohio,Brown County,43432,21558,21874,42.1,41.4,42.8,39015
5279,39,017,Ohio,Butler County,383134,187806,195328,37.1,36.1,38.1,39017
5291,39,019,Ohio,Carroll County,26914,13460,13454,45.7,44.5,46.8,39019
5303,39,021,Ohio,Champaign County,38885,19409,19476,41.8,40.5,43.2,39021
5315,39,023,Ohio,Clark County,134083,65007,69076,41.2,39.8,42.6,39023
5327,39,025,Ohio,Clermont County,206428,101882,104546,40.5,39.2,41.9,39025
5339,39,027,Ohio,Clinton County,41968,20722,21246,40.2,38.9,41.5,39027
5351,39,029,Ohio,Columbiana County,101883,51648,50235,44.6,42.8,46.6,39029
5363,39,031,Ohio,Coshocton County,36600,18144,18456,41.4,39.8,42.9,39031
5375,39,033,Ohio,Crawford County,41494,20264,21230,43.6,42.4,44.9,39033
5387,39,035,Ohio,Cuyahoga County,1235072,588936,646136,40.3,38.4,42.2,39035
5399,39,037,Ohio,Darke County,51113,25423,25690,41.9,40.4,43.5,39037
5411,39,039,Ohio,Defiance County,38087,18898,19189,40.6,39.4,41.8,39039
5423,39,041,Ohio,Delaware County,209177,103968,105209,39.4,38.8,39.9,39041
5435,39,043,Ohio,Erie County,74266,36302,37964,45.1,43.6,46.6,39043
5447,39,045,Ohio,Fairfield County,157574,78359,79215,39.5,38.2,40.7,39045
5459,39,047,Ohio,Fayette County,28525,14035,14490,41.0,39.5,42.4,39047
5471,39,049,Ohio,Franklin County,1316756,642836,673920,34.3,33.4,35.2,39049
5483,39,051,Ohio,Fulton County,42126,20931,21195,41.0,39.5,42.8,39051
5495,39,053,Ohio,Gallia County,29898,14771,15127,41.5,39.7,43.4,39053
5507,39,055,Ohio,Geauga County,93649,46533,47116,45.0,43.8,46.4,39055
5519,39,057,Ohio,Greene County,168937,83171,85766,38.5,37.2,39.9,39057
5531,39,059,Ohio,Guernsey County,38875,19428,19447,42.5,40.9,44.3,39059
5543,39,061,Ohio,Hamilton County,817473,395072,422401,36.9,35.3,38.3,39061
5555,39,063,Ohio,Hancock County,75783,37523,38260,39.4,38.1,40.7,39063
5567,39,065,Ohio,Hardin County,31365,15636,15729,36.2,34.8,37.6,39065
5579,39,067,Ohio,Harrison County,15040,7455,7585,46.5,45.8,47.0,39067
5591,39,069,Ohio,Henry County,27006,13376,13630,41.6,40.7,42.5,39069
5603,39,071,Ohio,Highland County,43161,21253,21908,41.4,40.3,42.5,39071
5615,39,073,Ohio,Hocking County,28264,14032,14232,43.3,42.6,44.0,39073
5627,39,075,Ohio,Holmes County,43960,21999,21961,31.8,30.8,33.0,39075
5639,39,077,Ohio,Huron County,58266,28814,29452,40.1,38.7,41.6,39077
5651,39,079,Ohio,Jackson County,32413,15911,16502,40.0,38.5,41.5,39079
5663,39,081,Ohio,Jefferson County,65325,31766,33559,44.9,43.3,46.3,39081
5675,39,083,Ohio,Knox County,62322,30483,31839,39.5,38.6,40.5,39083
5687,39,085,Ohio,Lake County,230149,112300,117849,44.1,42.2,46.0,39085
5699,39,087,Ohio,Lawrence County,59463,28986,30477,42.2,40.8,43.7,39087
5711,39,089,Ohio,Licking County,176862,86816,90046,39.9,38.8,41.1,39089
5723,39,091,Ohio,Logan County,45672,22666,23006,41.8,40.7,42.8,39091
5735,39,093,Ohio,Lorain County,309833,152425,157408,41.9,40.3,43.4,39093
5747,39,095,Ohio,Lucas County,428348,207181,221167,38.3,36.7,39.9,39095
5759,39,097,Ohio,Madison County,44731,24312,20419,40.7,39.5,42.6,39097
5771,39,099,Ohio,Mahoning County,228683,111963,116720,43.4,41.2,45.8,39099
5783,39,101,Ohio,Marion County,65093,34481,30612,41.0,39.8,42.7,39101
5795,39,103,Ohio,Medina County,179746,89015,90731,42.7,41.6,43.9,39103
5807,39,105,Ohio,Meigs County,22907,11321,11586,44.2,43.1,45.3,39105
5819,39,107,Ohio,Mercer County,41172,20778,20394,38.7,37.5,40.2,39107
5831,39,109,Ohio,Miami County,106987,52705,54282,41.3,39.9,42.8,39109
5843,39,111,Ohio,Monroe County,13654,6868,6786,46.8,46.3,47.3,39111
5855,39,113,Ohio,Montgomery County,531687,255809,275878,39.2,37.4,41.0,39113
5867,39,115,Ohio,Morgan County,14508,7234,7274,45.0,44.0,46.1,39115
5879,39,117,Ohio,Morrow County,35328,17663,17665,42.6,41.7,43.6,39117
5891,39,119,Ohio,Muskingum County,86215,41904,44311,40.3,38.8,41.9,39119
5903,39,121,Ohio,Noble County,14424,8448,5976,53.2,56.6,45.0,39121
5915,39,123,Ohio,Ottawa County,40525,20148,20377,49.9,49.1,50.8,39123
5927,39,125,Ohio,Paulding County,18672,9260,9412,41.7,40.9,42.6,39125
5939,39,127,Ohio,Perry County,36134,18087,18047,40.9,40.1,41.7,39127
5951,39,129,Ohio,Pickaway County,58457,30677,27780,39.8,38.2,41.6,39129
5963,39,131,Ohio,Pike County,27772,13724,14048,41.4,40.0,42.7,39131
5975,39,133,Ohio,Portage County,162466,79587,82879,38.8,38.1,39.5,39133
5987,39,135,Ohio,Preble County,40882,20263,20619,43.0,41.9,44.1,39135
5999,39,137,Ohio,Putnam County,33861,16936,16925,39.9,39.2,40.6,39137
6011,39,139,Ohio,Richland County,121154,61548,59606,41.2,38.9,43.8,39139
6023,39,141,Ohio,Ross County,76666,40012,36654,41.5,40.2,43.0,39141
6035,39,143,Ohio,Sandusky County,58518,28982,29536,42.2,40.8,43.7,39143
6047,39,145,Ohio,Scioto County,75314,37261,38053,40.8,38.5,43.2,39145
6059,39,147,Ohio,Seneca County,55178,27578,27600,40.3,38.9,41.9,39147
6071,39,149,Ohio,Shelby County,48590,24405,24185,39.8,38.7,40.9,39149
6083,39,151,Ohio,Stark County,370606,180118,190488,42.0,40.3,43.8,39151
6095,39,153,Ohio,Summit County,541013,262367,278646,41.1,39.5,42.8,39153
6107,39,155,Ohio,Trumbull County,197974,96558,101416,44.6,42.7,46.5,39155
6119,39,157,Ohio,Tuscarawas County,91987,45378,46609,41.5,40.0,43.3,39157
6131,39,159,Ohio,Union County,58988,28315,30673,37.8,37.5,38.0,39159
6143,39,161,Ohio,Van Wert County,28275,13948,14327,41.1,39.9,42.5,39161
6155,39,163,Ohio,Vinton County,13085,6581,6504,43.4,42.5,44.4,39163
6167,39,165,Ohio,Warren County,234602,118330,116272,39.7,38.4,41.0,39165
6179,39,167,Ohio,Washington County,59911,29473,30438,44.3,42.7,45.7,39167
6191,39,169,Ohio,Wayne County,115710,57501,58209,38.9,37.5,40.4,39169
6203,39,171,Ohio,Williams County,36692,18287,18405,41.5,40.1,42.8,39171
6215,39,173,Ohio,Wood County,130817,64504,66313,35.3,34.3,36.4,39173
6227,39,175,Ohio,Wyandot County,21772,10834,10938,42.3,40.7,44.0,39175
6239,15,001,Hawaii,Hawaii County,201513,99648,101865,43.1,42.5,43.7,15001
6251,15,003,Hawaii,Honolulu County,974563,489568,484995,38.4,36.7,40.2,15003
6263,15,005,Hawaii,Kalawao County,86,41,45,64.0,57.8,68.5,15005
6275,15,007,Hawaii,Kauai County,72293,35697,36596,42.2,41.0,43.5,15007
6287,15,009,Hawaii,Maui County,167417,83086,84331,41.7,41.0,42.4,15009
6299,01,001,Alabama,Autauga County,55869,27092,28777,39.3,37.9,40.7,01001
6311,01,003,Alabama,Baldwin County,223234,108247,114987,43.6,42.3,44.9,01003
6323,01,005,Alabama,Barbour County,24686,13064,11622,40.9,38.7,44.8,01005
6335,01,007,Alabama,Bibb County,22394,11929,10465,40.0,38.2,42.6,01007
6347,01,009,Alabama,Blount County,57826,28472,29354,41.0,40.1,42.0,01009
6359,01,011,Alabama,Bullock County,10101,5508,4593,39.5,38.0,41.8,01011
6371,01,013,Alabama,Butler County,19448,9024,10424,42.1,38.8,44.6,01013
6383,01,015,Alabama,Calhoun County,113605,54481,59124,40.2,38.5,41.7,01015
6395,01,017,Alabama,Chambers County,33254,15895,17359,43.1,41.1,44.8,01017
6407,01,019,Alabama,Cherokee County,26196,12926,13270,47.4,46.8,48.0,01019
6419,01,021,Alabama,Chilton County,44428,21800,22628,39.8,38.9,40.6,01021
6431,01,023,Alabama,Choctaw County,12589,5938,6651,46.8,45.0,48.2,01023
6443,01,025,Alabama,Clarke County,23622,11153,12469,42.9,41.1,44.4,01025
6455,01,027,Alabama,Clay County,13235,6447,6788,44.7,43.2,45.9,01027
6467,01,029,Alabama,Cleburne County,14910,7340,7570,42.9,41.1,44.4,01029
6479,01,031,Alabama,Coffee County,52342,25742,26600,39.4,37.9,40.8,01031
6491,01,033,Alabama,Colbert County,55241,26408,28833,42.3,40.7,43.8,01033
6503,01,035,Alabama,Conecuh County,12067,5758,6309,45.6,44.7,46.4,01035
6515,01,037,Alabama,Coosa County,10663,5335,5328,49.5,48.9,50.2,01037
6527,01,039,Alabama,Covington County,37049,17927,19122,43.4,41.6,45.1,01039
6539,01,041,Alabama,Crenshaw County,13772,6685,7087,42.0,40.2,43.9,01041
6551,01,043,Alabama,Cullman County,83768,41408,42360,40.9,39.8,42.1,01043
6563,01,045,Alabama,Dale County,49172,24214,24958,38.1,36.0,40.0,01045
6575,01,047,Alabama,Dallas County,37196,17178,20018,40.7,38.3,42.6,01047
6587,01,049,Alabama,DeKalb County,71513,35577,35936,40.1,38.7,41.4,01049
6599,01,051,Alabama,Elmore County,81209,39236,41973,39.2,37.9,40.4,01051
6611,01,053,Alabama,Escambia County,36633,18425,18208,40.1,38.7,42.2,01053
6623,01,055,Alabama,Etowah County,102268,49496,52772,42.0,40.2,43.5,01055
6635,01,057,Alabama,Fayette County,16302,7937,8365,43.9,42.1,45.6,01057
6647,01,059,Alabama,Franklin County,31362,15782,15580,39.0,37.7,40.5,01059
6659,01,061,Alabama,Geneva County,26271,12827,13444,43.5,42.3,44.7,01061
6671,01,063,Alabama,Greene County,8111,3829,4282,44.0,40.9,47.0,01063
6683,01,065,Alabama,Hale County,14651,6950,7701,40.8,38.8,42.4,01065
6695,01,067,Alabama,Henry County,17205,8309,8896,45.3,43.3,46.8,01067
6707,01,069,Alabama,Houston County,105882,50628,55254,40.0,38.3,41.6,01069
6719,01,071,Alabama,Jackson County,51626,25367,26259,44.0,42.7,45.1,01071
6731,01,073,Alabama,Jefferson County,658573,311232,347341,37.9,36.2,39.4,01073
6743,01,075,Alabama,Lamar County,13805,6760,7045,44.6,43.5,45.7,01075
6755,01,077,Alabama,Lauderdale County,92729,44490,48239,41.6,39.6,43.5,01077
6767,01,079,Alabama,Lawrence County,32924,16034,16890,43.0,41.7,44.5,01079
6779,01,081,Alabama,Lee County,164542,80840,83702,32.8,31.3,34.3,01081
6791,01,083,Alabama,Limestone County,98915,49444,49471,40.0,39.2,40.9,01083
6803,01,085,Alabama,Lowndes County,9726,4570,5156,42.4,39.8,44.6,01085
6815,01,087,Alabama,Macon County,18068,8218,9850,39.9,38.0,41.9,01087
6827,01,089,Alabama,Madison County,372909,182366,190543,38.6,37.2,40.0,01089
6839,01,091,Alabama,Marengo County,18863,8839,10024,41.7,39.6,43.5,01091
6851,01,093,Alabama,Marion County,29709,14626,15083,44.3,42.5,45.8,01093
6863,01,095,Alabama,Marshall County,96774,47717,49057,38.9,37.2,40.4,01095
6875,01,097,Alabama,Mobile County,413210,196374,216836,38.1,36.6,39.4,01097
6887,01,099,Alabama,Monroe County,20733,9869,10864,44.1,42.4,45.5,01099
6899,01,101,Alabama,Montgomery County,226486,106394,120092,36.8,34.9,38.4,01101
6911,01,103,Alabama,Morgan County,119679,58888,60791,40.8,39.4,42.2,01103
6923,01,105,Alabama,Perry County,8923,4152,4771,39.2,35.1,42.1,01105
6935,01,107,Alabama,Pickens County,19930,10014,9916,41.9,39.5,44.8,01107
6947,01,109,Alabama,Pike County,33114,15919,17195,31.4,29.4,33.8,01109
6959,01,111,Alabama,Randolph County,22722,11078,11644,44.0,42.9,45.2,01111
6971,01,113,Alabama,Russell County,57961,27767,30194,37.2,35.8,38.4,01113
6983,01,115,Alabama,St. Clair County,89512,44352,45160,40.4,39.0,41.9,01115
6995,01,117,Alabama,Shelby County,217702,105203,112499,39.8,39.0,40.7,01117
7007,01,119,Alabama,Sumter County,12427,5684,6743,36.0,32.9,38.8,01119
7019,01,121,Alabama,Talladega County,79978,38479,41499,41.4,40.4,42.3,01121
7031,01,123,Alabama,Tallapoosa County,40367,19562,20805,45.6,44.3,46.7,01123
7043,01,125,Alabama,Tuscaloosa County,209355,100780,108575,33.6,32.3,34.9,01125
7055,01,127,Alabama,Walker County,63521,30982,32539,42.2,40.5,43.6,01127
7067,01,129,Alabama,Washington County,16326,8001,8325,43.0,41.2,44.5,01129
7079,01,131,Alabama,Wilcox County,10373,4922,5451,40.7,38.6,42.3,01131
7091,01,133,Alabama,Winston County,23629,11627,12002,45.6,44.6,46.6,01133
7103,29,001,Missouri,Adair County,25343,12171,13172,28.2,28.4,27.9,29001
7115,29,003,Missouri,Andrew County,17712,8764,8948,41.8,40.9,42.7,29003
7127,29,005,Missouri,Atchison County,5143,2571,2572,47.7,46.6,49.0,29005
7139,29,007,Missouri,Audrain County,25388,11650,13738,39.9,38.7,40.8,29007
7151,29,009,Missouri,Barry County,35789,17990,17799,43.3,41.7,44.9,29009
7163,29,011,Missouri,Barton County,11754,5772,5982,42.5,40.8,44.0,29011
7175,29,013,Missouri,Bates County,16172,8057,8115,41.7,40.3,43.0,29013
7187,29,015,Missouri,Benton County,19443,9746,9697,54.4,53.8,55.0,29015
7199,29,017,Missouri,Bollinger County,12133,6083,6050,44.8,43.2,46.5,29017
7211,29,019,Missouri,Boone County,180463,87487,92976,31.9,31.2,32.5,29019
7223,29,021,Missouri,Buchanan County,87364,44186,43178,38.4,36.9,40.2,29021
7235,29,023,Missouri,Butler County,42478,20626,21852,40.4,38.7,42.0,29023
7247,29,025,Missouri,Caldwell County,9020,4580,4440,42.2,40.7,43.8,29025
7259,29,027,Missouri,Callaway County,44743,22904,21839,39.3,38.4,40.3,29027
7271,29,029,Missouri,Camden County,46305,22982,23323,52.8,52.4,53.1,29029
7283,29,031,Missouri,Cape Girardeau County,78871,38183,40688,36.7,35.7,37.7,29031
7295,29,033,Missouri,Carroll County,8679,4211,4468,43.3,42.2,44.3,29033
